timestamp,consumer,quantity
2022-01-06 00:00:00+00:00,C1,60154.018
2022-01-06 01:00:00+00:00,C1,67972.261
2022-01-06 02:00:00+00:00,C1,21534.667
2022-01-06 03:00:00+00:00,C1,3600.481
2022-01-06 04:00:00+00:00,C1,3192.52
2022-01-06 05:00:00+00:00,C1,27914.199
2022-01-06 06:00:00+00:00,C1,36408.329
2022-01-06 07:00:00+00:00,C1,30860.248
2022-01-06 08:00:00+00:00,C1,33619.481
2022-01-06 09:00:00+00:00,C1,37706.5
2022-01-06 10:00:00+00:00,C1,20514.356
2022-01-06 11:00:00+00:00,C1,40596.88
2022-01-06 12:00:00+00:00,C1,80375.493
2022-01-06 13:00:00+00:00,C1,74803.78
2022-01-06 14:00:00+00:00,C1,71019.826
2022-01-06 15:00:00+00:00,C1,79395.864
2022-01-06 16:00:00+00:00,C1,76242.258
2022-01-06 17:00:00+00:00,C1,34925.787
2022-01-06 18:00:00+00:00,C1,65896.44
2022-01-06 19:00:00+00:00,C1,42526.161
2022-01-06 20:00:00+00:00,C1,47157.659
2022-01-06 21:00:00+00:00,C1,32395.918
2022-01-06 22:00:00+00:00,C1,67862.898
2022-01-06 23:00:00+00:00,C1,26492.337
2022-01-07 00:00:00+00:00,C1,4240.396
2022-01-07 01:00:00+00:00,C1,35044.403
2022-01-07 02:00:00+00:00,C1,51690.46
2022-01-07 03:00:00+00:00,C1,17906.434
2022-01-07 04:00:00+00:00,C1,40698.559
2022-01-07 05:00:00+00:00,C1,55853.736
2022-01-07 06:00:00+00:00,C1,112104.377
2022-01-07 07:00:00+00:00,C1,96614.824
2022-01-07 08:00:00+00:00,C1,23346.501
2022-01-07 09:00:00+00:00,C1,111674.876
2022-01-07 10:00:00+00:00,C1,77215.961
2022-01-07 11:00:00+00:00,C1,35383.099
2022-01-07 12:00:00+00:00,C1,74202.638
2022-01-07 13:00:00+00:00,C1,126198.905
2022-01-07 14:00:00+00:00,C1,32481.391
2022-01-07 15:00:00+00:00,C1,25539.117
2022-01-07 16:00:00+00:00,C1,25392.328
2022-01-07 17:00:00+00:00,C1,70752.117
2022-01-07 18:00:00+00:00,C1,113659.913
2022-01-07 19:00:00+00:00,C1,82661.612
2022-01-07 20:00:00+00:00,C1,112063.537
2022-01-07 21:00:00+00:00,C1,7175.069
2022-01-07 22:00:00+00:00,C1,83486.523
2022-01-07 23:00:00+00:00,C1,75163.917
2022-01-08 00:00:00+00:00,C1,18682.477
2022-01-08 01:00:00+00:00,C1,91503.572
2022-01-08 02:00:00+00:00,C1,43224.328
2022-01-08 03:00:00+00:00,C1,108532.822
2022-01-08 04:00:00+00:00,C1,12364.787
2022-01-08 05:00:00+00:00,C1,62663.809
2022-01-08 06:00:00+00:00,C1,48153.555
2022-01-08 07:00:00+00:00,C1,124256.932
2022-01-08 08:00:00+00:00,C1,153310.755
2022-01-08 09:00:00+00:00,C1,114077.489
2022-01-08 10:00:00+00:00,C1,49840.357
2022-01-08 11:00:00+00:00,C1,143487.928
2022-01-08 12:00:00+00:00,C1,26267.462
2022-01-08 13:00:00+00:00,C1,30851.99
2022-01-08 14:00:00+00:00,C1,21099.949
2022-01-08 15:00:00+00:00,C1,70870.365
2022-01-08 16:00:00+00:00,C1,144481.607
2022-01-08 17:00:00+00:00,C1,53665.461
2022-01-08 18:00:00+00:00,C1,122999.965
2022-01-08 19:00:00+00:00,C1,15316.976
2022-01-08 20:00:00+00:00,C1,24556.79
2022-01-08 21:00:00+00:00,C1,106272.865
2022-01-08 22:00:00+00:00,C1,114646.016
2022-01-08 23:00:00+00:00,C1,33406.264
2022-01-09 00:00:00+00:00,C1,19173.935
2022-01-09 01:00:00+00:00,C1,79935.217
2022-01-09 02:00:00+00:00,C1,81100.969
2022-01-09 03:00:00+00:00,C1,37227.066
2022-01-09 04:00:00+00:00,C1,51260.657
2022-01-09 05:00:00+00:00,C1,85517.697
2022-01-09 06:00:00+00:00,C1,38861.766
2022-01-09 07:00:00+00:00,C1,6570.72
2022-01-09 08:00:00+00:00,C1,129573.041
2022-01-09 09:00:00+00:00,C1,39773.379
2022-01-09 10:00:00+00:00,C1,80012.482
2022-01-09 11:00:00+00:00,C1,98700.79
2022-01-09 12:00:00+00:00,C1,144417.255
2022-01-09 13:00:00+00:00,C1,115574.272
2022-01-09 14:00:00+00:00,C1,62722.987
2022-01-09 15:00:00+00:00,C1,13830.732
2022-01-09 16:00:00+00:00,C1,96074.822
2022-01-09 17:00:00+00:00,C1,17279.796
2022-01-09 18:00:00+00:00,C1,76514.449
2022-01-09 19:00:00+00:00,C1,52624.141
2022-01-09 20:00:00+00:00,C1,94869.717
2022-01-09 21:00:00+00:00,C1,106485.31
2022-01-09 22:00:00+00:00,C1,72630.641
2022-01-09 23:00:00+00:00,C1,37436.977
2022-01-10 00:00:00+00:00,C1,110001.82
2022-01-10 01:00:00+00:00,C1,81149.154
2022-01-10 02:00:00+00:00,C1,81339.394
2022-01-10 03:00:00+00:00,C1,113308.02
2022-01-10 04:00:00+00:00,C1,23965.886
2022-01-10 05:00:00+00:00,C1,95321.331
2022-01-10 06:00:00+00:00,C1,49470.896
2022-01-10 07:00:00+00:00,C1,59414.753
2022-01-10 08:00:00+00:00,C1,92928.833
2022-01-10 09:00:00+00:00,C1,117528.512
2022-01-10 10:00:00+00:00,C1,51188.12
2022-01-10 11:00:00+00:00,C1,143095.617
2022-01-10 12:00:00+00:00,C1,13147.478
2022-01-10 13:00:00+00:00,C1,55019.079
2022-01-10 14:00:00+00:00,C1,150159.747
2022-01-10 15:00:00+00:00,C1,89035.137
2022-01-10 16:00:00+00:00,C1,80282.869
2022-01-10 17:00:00+00:00,C1,65279.775
2022-01-10 18:00:00+00:00,C1,80422.114
2022-01-10 19:00:00+00:00,C1,83904.277
2022-01-10 20:00:00+00:00,C1,119536.167
2022-01-10 21:00:00+00:00,C1,45607.403
2022-01-10 22:00:00+00:00,C1,55554.447
2022-01-10 23:00:00+00:00,C1,5761.344
2022-01-11 00:00:00+00:00,C1,68717.379
2022-01-11 01:00:00+00:00,C1,25085.417
2022-01-11 02:00:00+00:00,C1,37293.879
2022-01-11 03:00:00+00:00,C1,71006.558
2022-01-11 04:00:00+00:00,C1,87354.065
2022-01-11 05:00:00+00:00,C1,46027.696
2022-01-11 06:00:00+00:00,C1,130058.427
2022-01-11 07:00:00+00:00,C1,129742.345
2022-01-11 08:00:00+00:00,C1,21984.543
2022-01-11 09:00:00+00:00,C1,112890.876
2022-01-11 10:00:00+00:00,C1,40172.457
2022-01-11 11:00:00+00:00,C1,108978.642
2022-01-11 12:00:00+00:00,C1,96771.039
2022-01-11 13:00:00+00:00,C1,22236.712
2022-01-11 14:00:00+00:00,C1,10642.214
2022-01-11 15:00:00+00:00,C1,55875.731
2022-01-11 16:00:00+00:00,C1,115783.726
2022-01-11 17:00:00+00:00,C1,126374.036
2022-01-11 18:00:00+00:00,C1,113154.013
2022-01-11 19:00:00+00:00,C1,58161.873
2022-01-11 20:00:00+00:00,C1,90685.869
2022-01-11 21:00:00+00:00,C1,36442.708
2022-01-11 22:00:00+00:00,C1,19903.956
2022-01-11 23:00:00+00:00,C1,35890.813
2022-01-12 00:00:00+00:00,C1,13419.918
2022-01-12 01:00:00+00:00,C1,66731.779
2022-01-12 02:00:00+00:00,C1,26717.984
2022-01-12 03:00:00+00:00,C1,27741.626
2022-01-12 04:00:00+00:00,C1,85259.281
2022-01-12 05:00:00+00:00,C1,62545.956
2022-01-12 06:00:00+00:00,C1,36183.628
2022-01-12 07:00:00+00:00,C1,52562.404
2022-01-12 08:00:00+00:00,C1,87241.753
2022-01-12 09:00:00+00:00,C1,56674.385
2022-01-12 10:00:00+00:00,C1,93048.19
2022-01-12 11:00:00+00:00,C1,1180.994
2022-01-12 12:00:00+00:00,C1,101016.817
2022-01-12 13:00:00+00:00,C1,52830.717
2022-01-12 14:00:00+00:00,C1,11317.477
2022-01-12 15:00:00+00:00,C1,1823.79
2022-01-12 16:00:00+00:00,C1,75748.168
2022-01-12 17:00:00+00:00,C1,54051.36
2022-01-12 18:00:00+00:00,C1,83404.031
2022-01-12 19:00:00+00:00,C1,46247.286
2022-01-12 20:00:00+00:00,C1,44296.6
2022-01-12 21:00:00+00:00,C1,79800.277
2022-01-12 22:00:00+00:00,C1,30365.084
2022-01-12 23:00:00+00:00,C1,54455.148
2022-01-13 00:00:00+00:00,C1,20839.46
2022-01-13 01:00:00+00:00,C1,16665.586
2022-01-13 02:00:00+00:00,C1,47697.151
2022-01-13 03:00:00+00:00,C1,54162.134
2022-01-13 04:00:00+00:00,C1,13827.439
2022-01-13 05:00:00+00:00,C1,22961.298
2022-01-13 06:00:00+00:00,C1,29294.179
2022-01-13 07:00:00+00:00,C1,11032.018
2022-01-13 08:00:00+00:00,C1,44183.982
2022-01-13 09:00:00+00:00,C1,55312.412
2022-01-13 10:00:00+00:00,C1,66576.442
2022-01-13 11:00:00+00:00,C1,35287.501
2022-01-13 12:00:00+00:00,C1,65168.669
2022-01-13 13:00:00+00:00,C1,44179.278
2022-01-13 14:00:00+00:00,C1,8776.067
2022-01-13 15:00:00+00:00,C1,60475.989
2022-01-13 16:00:00+00:00,C1,81528.514
2022-01-13 17:00:00+00:00,C1,2051.396
2022-01-13 18:00:00+00:00,C1,50796.344
2022-01-13 19:00:00+00:00,C1,62861.945
2022-01-13 20:00:00+00:00,C1,17904.181
2022-01-13 21:00:00+00:00,C1,83098.447
2022-01-13 22:00:00+00:00,C1,64443.122
2022-01-13 23:00:00+00:00,C1,67026.084
2022-01-14 00:00:00+00:00,C1,5614.76
2022-01-14 01:00:00+00:00,C1,40290.269
2022-01-14 02:00:00+00:00,C1,84124.078
2022-01-14 03:00:00+00:00,C1,21172.349
2022-01-14 04:00:00+00:00,C1,41589.697
2022-01-14 05:00:00+00:00,C1,27979.972
2022-01-14 06:00:00+00:00,C1,107328.158
2022-01-14 07:00:00+00:00,C1,128406.042
2022-01-14 08:00:00+00:00,C1,65434.568
2022-01-14 09:00:00+00:00,C1,19166.629
2022-01-14 10:00:00+00:00,C1,32814.312
2022-01-14 11:00:00+00:00,C1,1633.832
2022-01-14 12:00:00+00:00,C1,120727.063
2022-01-14 13:00:00+00:00,C1,104700.463
2022-01-14 14:00:00+00:00,C1,82130.63
2022-01-14 15:00:00+00:00,C1,101808.813
2022-01-14 16:00:00+00:00,C1,123597.886
2022-01-14 17:00:00+00:00,C1,68811.01
2022-01-14 18:00:00+00:00,C1,31073.268
2022-01-14 19:00:00+00:00,C1,59570.511
2022-01-14 20:00:00+00:00,C1,1824.294
2022-01-14 21:00:00+00:00,C1,5542.068
2022-01-14 22:00:00+00:00,C1,67561.951
2022-01-14 23:00:00+00:00,C1,100731.194
2022-01-15 00:00:00+00:00,C1,83703.54
2022-01-15 01:00:00+00:00,C1,18538.603
2022-01-15 02:00:00+00:00,C1,8132.797
2022-01-15 03:00:00+00:00,C1,92654.759
2022-01-15 04:00:00+00:00,C1,87896.454
2022-01-15 05:00:00+00:00,C1,93197.832
2022-01-15 06:00:00+00:00,C1,59707.312
2022-01-15 07:00:00+00:00,C1,12662.779
2022-01-15 08:00:00+00:00,C1,58138.901
2022-01-15 09:00:00+00:00,C1,10408.295
2022-01-15 10:00:00+00:00,C1,39757.812
2022-01-15 11:00:00+00:00,C1,66421.867
2022-01-15 12:00:00+00:00,C1,90119.741
2022-01-15 13:00:00+00:00,C1,137332.541
2022-01-15 14:00:00+00:00,C1,135776.233
2022-01-15 15:00:00+00:00,C1,75142.67
2022-01-15 16:00:00+00:00,C1,19462.095
2022-01-15 17:00:00+00:00,C1,28177.056
2022-01-15 18:00:00+00:00,C1,132865.891
2022-01-15 19:00:00+00:00,C1,127060.701
2022-01-15 20:00:00+00:00,C1,32190.982
2022-01-15 21:00:00+00:00,C1,97621.535
2022-01-15 22:00:00+00:00,C1,57219.192
2022-01-15 23:00:00+00:00,C1,25628.702
2022-01-16 00:00:00+00:00,C1,22816.632
2022-01-16 01:00:00+00:00,C1,32314.008
2022-01-16 02:00:00+00:00,C1,100523.212
2022-01-16 03:00:00+00:00,C1,70799.595
2022-01-16 04:00:00+00:00,C1,106341.546
2022-01-16 05:00:00+00:00,C1,107391.354
2022-01-16 06:00:00+00:00,C1,112546.004
2022-01-16 07:00:00+00:00,C1,92517.933
2022-01-16 08:00:00+00:00,C1,27179.837
2022-01-16 09:00:00+00:00,C1,100539.731
2022-01-16 10:00:00+00:00,C1,81160.982
2022-01-16 11:00:00+00:00,C1,108617.799
2022-01-16 12:00:00+00:00,C1,37738.736
2022-01-16 13:00:00+00:00,C1,143009.421
2022-01-16 14:00:00+00:00,C1,88625.949
2022-01-16 15:00:00+00:00,C1,52769.421
2022-01-16 16:00:00+00:00,C1,12349.695
2022-01-16 17:00:00+00:00,C1,51871.717
2022-01-16 18:00:00+00:00,C1,87123.608
2022-01-16 19:00:00+00:00,C1,26568.69
2022-01-16 20:00:00+00:00,C1,34908.243
2022-01-16 21:00:00+00:00,C1,48062.424
2022-01-16 22:00:00+00:00,C1,22329.039
2022-01-16 23:00:00+00:00,C1,112580.332
2022-01-17 00:00:00+00:00,C1,81360.525
2022-01-17 01:00:00+00:00,C1,71559.285
2022-01-17 02:00:00+00:00,C1,79891.074
2022-01-17 03:00:00+00:00,C1,21992.438
2022-01-17 04:00:00+00:00,C1,97714.833
2022-01-17 05:00:00+00:00,C1,45178.304
2022-01-17 06:00:00+00:00,C1,25351.923
2022-01-17 07:00:00+00:00,C1,16475.671
2022-01-17 08:00:00+00:00,C1,115840.771
2022-01-17 09:00:00+00:00,C1,110145.448
2022-01-17 10:00:00+00:00,C1,55530.571
2022-01-17 11:00:00+00:00,C1,155718.337
2022-01-17 12:00:00+00:00,C1,123469.345
2022-01-17 13:00:00+00:00,C1,68471.183
2022-01-17 14:00:00+00:00,C1,97031.927
2022-01-17 15:00:00+00:00,C1,37548.839
2022-01-17 16:00:00+00:00,C1,10494.972
2022-01-17 17:00:00+00:00,C1,65174.537
2022-01-17 18:00:00+00:00,C1,79522.327
2022-01-17 19:00:00+00:00,C1,123161.142
2022-01-17 20:00:00+00:00,C1,54441.451
2022-01-17 21:00:00+00:00,C1,77358.15
2022-01-17 22:00:00+00:00,C1,99530.647
2022-01-17 23:00:00+00:00,C1,45715.326
2022-01-18 00:00:00+00:00,C1,3361.752
2022-01-18 01:00:00+00:00,C1,24540.559
2022-01-18 02:00:00+00:00,C1,39538.415
2022-01-18 03:00:00+00:00,C1,25473.997
2022-01-18 04:00:00+00:00,C1,104772.934
2022-01-18 05:00:00+00:00,C1,5557.359
2022-01-18 06:00:00+00:00,C1,84181.577
2022-01-18 07:00:00+00:00,C1,47191.64
2022-01-18 08:00:00+00:00,C1,140798.911
2022-01-18 09:00:00+00:00,C1,20380.834
2022-01-18 10:00:00+00:00,C1,75664.039
2022-01-18 11:00:00+00:00,C1,98971.589
2022-01-18 12:00:00+00:00,C1,118362.264
2022-01-18 13:00:00+00:00,C1,75386.557
2022-01-18 14:00:00+00:00,C1,141267.838
2022-01-18 15:00:00+00:00,C1,101775.312
2022-01-18 16:00:00+00:00,C1,124221.956
2022-01-18 17:00:00+00:00,C1,78634.652
2022-01-18 18:00:00+00:00,C1,113596.55
2022-01-18 19:00:00+00:00,C1,71855.705
2022-01-18 20:00:00+00:00,C1,84532.498
2022-01-18 21:00:00+00:00,C1,71794.282
2022-01-18 22:00:00+00:00,C1,3241.942
2022-01-18 23:00:00+00:00,C1,2425.216
2022-01-19 00:00:00+00:00,C1,50356.607
2022-01-19 01:00:00+00:00,C1,32970.07
2022-01-19 02:00:00+00:00,C1,4411.414
2022-01-19 03:00:00+00:00,C1,23698.542
2022-01-19 04:00:00+00:00,C1,35205.382
2022-01-19 05:00:00+00:00,C1,25944.668
2022-01-19 06:00:00+00:00,C1,14518.734
2022-01-19 07:00:00+00:00,C1,16929.1
2022-01-19 08:00:00+00:00,C1,7050.795
2022-01-19 09:00:00+00:00,C1,58000.373
2022-01-19 10:00:00+00:00,C1,91279.105
2022-01-19 11:00:00+00:00,C1,634.989
2022-01-19 12:00:00+00:00,C1,28374.967
2022-01-19 13:00:00+00:00,C1,24221.705
2022-01-19 14:00:00+00:00,C1,27322.189
2022-01-19 15:00:00+00:00,C1,96905.867
2022-01-19 16:00:00+00:00,C1,12497.446
2022-01-19 17:00:00+00:00,C1,22936.524
2022-01-19 18:00:00+00:00,C1,38040.708
2022-01-19 19:00:00+00:00,C1,86258.134
2022-01-19 20:00:00+00:00,C1,83268.803
2022-01-19 21:00:00+00:00,C1,59542.681
2022-01-19 22:00:00+00:00,C1,16599.658
2022-01-19 23:00:00+00:00,C1,80055.854
2022-01-20 00:00:00+00:00,C1,68140.899
2022-01-20 01:00:00+00:00,C1,45799.562
2022-01-20 02:00:00+00:00,C1,32235.4
2022-01-20 03:00:00+00:00,C1,73286.402
2022-01-20 04:00:00+00:00,C1,84765.638
2022-01-20 05:00:00+00:00,C1,49989.405
2022-01-20 06:00:00+00:00,C1,64162.253
2022-01-20 07:00:00+00:00,C1,40859.44
2022-01-20 08:00:00+00:00,C1,9770.254
2022-01-20 09:00:00+00:00,C1,6322.43
2022-01-20 10:00:00+00:00,C1,24263.063
2022-01-20 11:00:00+00:00,C1,69073.75
2022-01-20 12:00:00+00:00,C1,89817.629
2022-01-20 13:00:00+00:00,C1,58591.652
2022-01-20 14:00:00+00:00,C1,370.773
2022-01-20 15:00:00+00:00,C1,61043.015
2022-01-20 16:00:00+00:00,C1,58775.316
2022-01-20 17:00:00+00:00,C1,9866.781
2022-01-20 18:00:00+00:00,C1,21082.576
2022-01-20 19:00:00+00:00,C1,4625.727
2022-01-20 20:00:00+00:00,C1,28096.561
2022-01-20 21:00:00+00:00,C1,87313.203
2022-01-20 22:00:00+00:00,C1,71496.056
2022-01-20 23:00:00+00:00,C1,42586.435
2022-01-21 00:00:00+00:00,C1,3487.119
2022-01-21 01:00:00+00:00,C1,39066.013
2022-01-21 02:00:00+00:00,C1,5180.315
2022-01-21 03:00:00+00:00,C1,77809.812
2022-01-21 04:00:00+00:00,C1,32932.909
2022-01-21 05:00:00+00:00,C1,74094.923
2022-01-21 06:00:00+00:00,C1,80842.382
2022-01-21 07:00:00+00:00,C1,137558.256
2022-01-21 08:00:00+00:00,C1,63958.05
2022-01-21 09:00:00+00:00,C1,17816.984
2022-01-21 10:00:00+00:00,C1,141712.922
2022-01-21 11:00:00+00:00,C1,150010.992
2022-01-21 12:00:00+00:00,C1,117854.155
2022-01-21 13:00:00+00:00,C1,74978.607
2022-01-21 14:00:00+00:00,C1,59976.72
2022-01-21 15:00:00+00:00,C1,2207.998
2022-01-21 16:00:00+00:00,C1,30030.54
2022-01-21 17:00:00+00:00,C1,23138.52
2022-01-21 18:00:00+00:00,C1,128413.978
2022-01-21 19:00:00+00:00,C1,129600.326
2022-01-21 20:00:00+00:00,C1,36438.861
2022-01-21 21:00:00+00:00,C1,108433.948
2022-01-21 22:00:00+00:00,C1,14142.473
2022-01-21 23:00:00+00:00,C1,1358.789
2022-01-22 00:00:00+00:00,C1,59894.452
2022-01-22 01:00:00+00:00,C1,84806.669
2022-01-22 02:00:00+00:00,C1,62031.192
2022-01-22 03:00:00+00:00,C1,23605.32
2022-01-22 04:00:00+00:00,C1,97037.986
2022-01-22 05:00:00+00:00,C1,28471.878
2022-01-22 06:00:00+00:00,C1,71868.378
2022-01-22 07:00:00+00:00,C1,96277.992
2022-01-22 08:00:00+00:00,C1,97646.036
2022-01-22 09:00:00+00:00,C1,117331.532
2022-01-22 10:00:00+00:00,C1,152651.303
2022-01-22 11:00:00+00:00,C1,105456.377
2022-01-22 12:00:00+00:00,C1,124878.171
2022-01-22 13:00:00+00:00,C1,11647.032
2022-01-22 14:00:00+00:00,C1,137407.913
2022-01-22 15:00:00+00:00,C1,23420.212
2022-01-22 16:00:00+00:00,C1,116151.042
2022-01-22 17:00:00+00:00,C1,90531.478
2022-01-22 18:00:00+00:00,C1,106709.095
2022-01-22 19:00:00+00:00,C1,130463.063
2022-01-22 20:00:00+00:00,C1,83408.021
2022-01-22 21:00:00+00:00,C1,91977.538
2022-01-22 22:00:00+00:00,C1,18099.629
2022-01-22 23:00:00+00:00,C1,111851.106
2022-01-23 00:00:00+00:00,C1,47147.361
2022-01-23 01:00:00+00:00,C1,99219.055
2022-01-23 02:00:00+00:00,C1,60544.506
2022-01-23 03:00:00+00:00,C1,74307.14
2022-01-23 04:00:00+00:00,C1,60072.941
2022-01-23 05:00:00+00:00,C1,85960.222
2022-01-23 06:00:00+00:00,C1,85817.905
2022-01-23 07:00:00+00:00,C1,46730.837
2022-01-23 08:00:00+00:00,C1,111170.765
2022-01-23 09:00:00+00:00,C1,138240.079
2022-01-23 10:00:00+00:00,C1,54681.206
2022-01-23 11:00:00+00:00,C1,112110.478
2022-01-23 12:00:00+00:00,C1,91319.164
2022-01-23 13:00:00+00:00,C1,61646.404
2022-01-23 14:00:00+00:00,C1,137455.521
2022-01-23 15:00:00+00:00,C1,31439.535
2022-01-23 16:00:00+00:00,C1,43574.999
2022-01-23 17:00:00+00:00,C1,10107.973
2022-01-23 18:00:00+00:00,C1,46932.498
2022-01-23 19:00:00+00:00,C1,47194.757
2022-01-23 20:00:00+00:00,C1,94039.52
2022-01-23 21:00:00+00:00,C1,34967.053
2022-01-23 22:00:00+00:00,C1,84792.033
2022-01-23 23:00:00+00:00,C1,63962.205
2022-01-24 00:00:00+00:00,C1,43894.708
2022-01-24 01:00:00+00:00,C1,49429.368
2022-01-24 02:00:00+00:00,C1,39865.687
2022-01-24 03:00:00+00:00,C1,27339.001
2022-01-24 04:00:00+00:00,C1,81115.01
2022-01-24 05:00:00+00:00,C1,79657.037
2022-01-24 06:00:00+00:00,C1,22292.751
