timestamp,producer,quantity
2022-01-12 02:00:00+00:00,P1,0
2022-01-12 03:00:00+00:00,P1,0
2022-01-12 04:00:00+00:00,P1,0
2022-01-12 05:00:00+00:00,P1,0
2022-01-12 06:00:00+00:00,P1,0
2022-01-12 07:00:00+00:00,P1,0
2022-01-12 08:00:00+00:00,P1,1366
2022-01-12 09:00:00+00:00,P1,12125
2022-01-12 10:00:00+00:00,P1,32222
2022-01-12 11:00:00+00:00,P1,26849
2022-01-12 12:00:00+00:00,P1,46505
2022-01-12 13:00:00+00:00,P1,48971
2022-01-12 14:00:00+00:00,P1,28663
2022-01-12 15:00:00+00:00,P1,19412
2022-01-12 16:00:00+00:00,P1,15476
2022-01-12 17:00:00+00:00,P1,161
2022-01-12 18:00:00+00:00,P1,0
2022-01-12 19:00:00+00:00,P1,0
2022-01-12 20:00:00+00:00,P1,0
2022-01-12 21:00:00+00:00,P1,0
2022-01-12 22:00:00+00:00,P1,0
2022-01-12 23:00:00+00:00,P1,0
2022-01-13 00:00:00+00:00,P1,0
2022-01-13 01:00:00+00:00,P1,0
2022-01-13 02:00:00+00:00,P1,0
2022-01-13 03:00:00+00:00,P1,0
2022-01-13 04:00:00+00:00,P1,0
2022-01-13 05:00:00+00:00,P1,0
2022-01-13 06:00:00+00:00,P1,0
2022-01-13 07:00:00+00:00,P1,0
2022-01-13 08:00:00+00:00,P1,359
2022-01-13 09:00:00+00:00,P1,210
2022-01-13 10:00:00+00:00,P1,24375
2022-01-13 11:00:00+00:00,P1,16587
2022-01-13 12:00:00+00:00,P1,36145
2022-01-13 13:00:00+00:00,P1,7446
2022-01-13 14:00:00+00:00,P1,13211
2022-01-13 15:00:00+00:00,P1,25840
2022-01-13 16:00:00+00:00,P1,6076
2022-01-13 17:00:00+00:00,P1,149
2022-01-13 18:00:00+00:00,P1,0
2022-01-13 19:00:00+00:00,P1,0
2022-01-13 20:00:00+00:00,P1,0
2022-01-13 21:00:00+00:00,P1,0
2022-01-13 22:00:00+00:00,P1,0
2022-01-13 23:00:00+00:00,P1,0
2022-01-14 00:00:00+00:00,P1,0
2022-01-14 01:00:00+00:00,P1,0
2022-01-14 02:00:00+00:00,P1,0
2022-01-14 03:00:00+00:00,P1,0
2022-01-14 04:00:00+00:00,P1,0
2022-01-14 05:00:00+00:00,P1,0
2022-01-14 06:00:00+00:00,P1,0
2022-01-14 07:00:00+00:00,P1,0
2022-01-14 08:00:00+00:00,P1,1245
2022-01-14 09:00:00+00:00,P1,31040
2022-01-14 10:00:00+00:00,P1,41080
2022-01-14 11:00:00+00:00,P1,4622
2022-01-14 12:00:00+00:00,P1,12224
2022-01-14 13:00:00+00:00,P1,29678
2022-01-14 14:00:00+00:00,P1,49543
2022-01-14 15:00:00+00:00,P1,27603
2022-01-14 16:00:00+00:00,P1,864
2022-01-14 17:00:00+00:00,P1,232
2022-01-14 18:00:00+00:00,P1,0
2022-01-14 19:00:00+00:00,P1,0
2022-01-14 20:00:00+00:00,P1,0
2022-01-14 21:00:00+00:00,P1,0
2022-01-14 22:00:00+00:00,P1,0
2022-01-14 23:00:00+00:00,P1,0
2022-01-15 00:00:00+00:00,P1,0
2022-01-15 01:00:00+00:00,P1,0
2022-01-15 02:00:00+00:00,P1,0
2022-01-15 03:00:00+00:00,P1,0
2022-01-15 04:00:00+00:00,P1,0
2022-01-15 05:00:00+00:00,P1,0
2022-01-15 06:00:00+00:00,P1,0
2022-01-15 07:00:00+00:00,P1,0
2022-01-15 08:00:00+00:00,P1,6024
2022-01-15 09:00:00+00:00,P1,32571
2022-01-15 10:00:00+00:00,P1,19583
2022-01-15 11:00:00+00:00,P1,63743
2022-01-15 12:00:00+00:00,P1,28829
2022-01-15 13:00:00+00:00,P1,70811
2022-01-15 14:00:00+00:00,P1,55431
2022-01-15 15:00:00+00:00,P1,13826
2022-01-15 16:00:00+00:00,P1,13823
2022-01-15 17:00:00+00:00,P1,846
2022-01-15 18:00:00+00:00,P1,0
2022-01-15 19:00:00+00:00,P1,0
2022-01-15 20:00:00+00:00,P1,0
2022-01-15 21:00:00+00:00,P1,0
2022-01-15 22:00:00+00:00,P1,0
2022-01-15 23:00:00+00:00,P1,0
2022-01-16 00:00:00+00:00,P1,0
2022-01-16 01:00:00+00:00,P1,0
2022-01-16 02:00:00+00:00,P1,0
2022-01-16 03:00:00+00:00,P1,0
2022-01-16 04:00:00+00:00,P1,0
2022-01-16 05:00:00+00:00,P1,0
2022-01-16 06:00:00+00:00,P1,0
2022-01-16 07:00:00+00:00,P1,0
2022-01-16 08:00:00+00:00,P1,5774
2022-01-16 09:00:00+00:00,P1,22507
2022-01-16 10:00:00+00:00,P1,35059
2022-01-16 11:00:00+00:00,P1,43454
2022-01-16 12:00:00+00:00,P1,26824
2022-01-16 13:00:00+00:00,P1,45255
2022-01-16 14:00:00+00:00,P1,52598
2022-01-16 15:00:00+00:00,P1,19493
2022-01-16 16:00:00+00:00,P1,10567
2022-01-16 17:00:00+00:00,P1,169
2022-01-16 18:00:00+00:00,P1,0
2022-01-16 19:00:00+00:00,P1,0
2022-01-16 20:00:00+00:00,P1,0
2022-01-16 21:00:00+00:00,P1,0
2022-01-16 22:00:00+00:00,P1,0
2022-01-16 23:00:00+00:00,P1,0
2022-01-17 00:00:00+00:00,P1,0
2022-01-17 01:00:00+00:00,P1,0
2022-01-17 02:00:00+00:00,P1,0
2022-01-17 03:00:00+00:00,P1,0
2022-01-17 04:00:00+00:00,P1,0
2022-01-17 05:00:00+00:00,P1,0
2022-01-17 06:00:00+00:00,P1,0
2022-01-17 07:00:00+00:00,P1,0
2022-01-17 08:00:00+00:00,P1,904
2022-01-17 09:00:00+00:00,P1,13742
2022-01-17 10:00:00+00:00,P1,2887
2022-01-17 11:00:00+00:00,P1,13053
2022-01-17 12:00:00+00:00,P1,29172
2022-01-17 13:00:00+00:00,P1,43084
2022-01-17 14:00:00+00:00,P1,34061
2022-01-17 15:00:00+00:00,P1,18953
2022-01-17 16:00:00+00:00,P1,4689
2022-01-17 17:00:00+00:00,P1,55
2022-01-17 18:00:00+00:00,P1,0
2022-01-17 19:00:00+00:00,P1,0
2022-01-17 20:00:00+00:00,P1,0
2022-01-17 21:00:00+00:00,P1,0
2022-01-17 22:00:00+00:00,P1,0
2022-01-17 23:00:00+00:00,P1,0
2022-01-18 00:00:00+00:00,P1,0
2022-01-18 01:00:00+00:00,P1,0
2022-01-18 02:00:00+00:00,P1,0
2022-01-18 03:00:00+00:00,P1,0
2022-01-18 04:00:00+00:00,P1,0
2022-01-18 05:00:00+00:00,P1,0
2022-01-18 06:00:00+00:00,P1,0
2022-01-18 07:00:00+00:00,P1,0
2022-01-18 08:00:00+00:00,P1,3188
2022-01-18 09:00:00+00:00,P1,7012
2022-01-18 10:00:00+00:00,P1,6292
2022-01-18 11:00:00+00:00,P1,14328
2022-01-18 12:00:00+00:00,P1,2031
2022-01-18 13:00:00+00:00,P1,11625
2022-01-18 14:00:00+00:00,P1,21500
2022-01-18 15:00:00+00:00,P1,14265
2022-01-18 16:00:00+00:00,P1,2156
2022-01-18 17:00:00+00:00,P1,7
2022-01-18 18:00:00+00:00,P1,0
2022-01-18 19:00:00+00:00,P1,0
2022-01-18 20:00:00+00:00,P1,0
2022-01-18 21:00:00+00:00,P1,0
2022-01-18 22:00:00+00:00,P1,0
2022-01-18 23:00:00+00:00,P1,0
2022-01-19 00:00:00+00:00,P1,0
2022-01-19 01:00:00+00:00,P1,0
2022-01-19 02:00:00+00:00,P1,0
2022-01-19 03:00:00+00:00,P1,0
2022-01-19 04:00:00+00:00,P1,0
2022-01-19 05:00:00+00:00,P1,0
2022-01-19 06:00:00+00:00,P1,0
2022-01-19 07:00:00+00:00,P1,0
2022-01-19 08:00:00+00:00,P1,9580
2022-01-19 09:00:00+00:00,P1,18716
2022-01-19 10:00:00+00:00,P1,16018
2022-01-19 11:00:00+00:00,P1,49671
2022-01-19 12:00:00+00:00,P1,53126
2022-01-19 13:00:00+00:00,P1,52072
2022-01-19 14:00:00+00:00,P1,1857
2022-01-19 15:00:00+00:00,P1,38648
2022-01-19 16:00:00+00:00,P1,8319
2022-01-19 17:00:00+00:00,P1,450
2022-01-19 18:00:00+00:00,P1,0
2022-01-19 19:00:00+00:00,P1,0
2022-01-19 20:00:00+00:00,P1,0
2022-01-19 21:00:00+00:00,P1,0
2022-01-19 22:00:00+00:00,P1,0
2022-01-19 23:00:00+00:00,P1,0
2022-01-20 00:00:00+00:00,P1,0
2022-01-20 01:00:00+00:00,P1,0
2022-01-20 02:00:00+00:00,P1,0
2022-01-20 03:00:00+00:00,P1,0
2022-01-20 04:00:00+00:00,P1,0
2022-01-20 05:00:00+00:00,P1,0
2022-01-20 06:00:00+00:00,P1,0
2022-01-20 07:00:00+00:00,P1,0
2022-01-20 08:00:00+00:00,P1,42
2022-01-20 09:00:00+00:00,P1,2660
2022-01-20 10:00:00+00:00,P1,2462
2022-01-20 11:00:00+00:00,P1,9123
2022-01-20 12:00:00+00:00,P1,5053
2022-01-20 13:00:00+00:00,P1,6139
2022-01-20 14:00:00+00:00,P1,4863
2022-01-20 15:00:00+00:00,P1,4309
2022-01-20 16:00:00+00:00,P1,1429
2022-01-20 17:00:00+00:00,P1,0
2022-01-20 18:00:00+00:00,P1,0
2022-01-20 19:00:00+00:00,P1,0
2022-01-20 20:00:00+00:00,P1,0
2022-01-20 21:00:00+00:00,P1,0
2022-01-20 22:00:00+00:00,P1,0
2022-01-20 23:00:00+00:00,P1,0
2022-01-21 00:00:00+00:00,P1,0
2022-01-21 01:00:00+00:00,P1,0
2022-01-21 02:00:00+00:00,P1,0
2022-01-21 03:00:00+00:00,P1,0
2022-01-21 04:00:00+00:00,P1,0
2022-01-21 05:00:00+00:00,P1,0
2022-01-21 06:00:00+00:00,P1,0
2022-01-21 07:00:00+00:00,P1,0
2022-01-21 08:00:00+00:00,P1,1974
2022-01-21 09:00:00+00:00,P1,21579
2022-01-21 10:00:00+00:00,P1,44965
2022-01-21 11:00:00+00:00,P1,2585
2022-01-21 12:00:00+00:00,P1,6527
2022-01-21 13:00:00+00:00,P1,67433
2022-01-21 14:00:00+00:00,P1,33006
2022-01-21 15:00:00+00:00,P1,10199
2022-01-21 16:00:00+00:00,P1,6774
2022-01-21 17:00:00+00:00,P1,435
2022-01-21 18:00:00+00:00,P1,0
2022-01-21 19:00:00+00:00,P1,0
2022-01-21 20:00:00+00:00,P1,0
2022-01-21 21:00:00+00:00,P1,0
2022-01-21 22:00:00+00:00,P1,0
2022-01-21 23:00:00+00:00,P1,0
2022-01-22 00:00:00+00:00,P1,0
2022-01-22 01:00:00+00:00,P1,0
2022-01-22 02:00:00+00:00,P1,0
2022-01-22 03:00:00+00:00,P1,0
2022-01-22 04:00:00+00:00,P1,0
2022-01-22 05:00:00+00:00,P1,0
2022-01-22 06:00:00+00:00,P1,0
2022-01-22 07:00:00+00:00,P1,0
2022-01-22 08:00:00+00:00,P1,6019
2022-01-22 09:00:00+00:00,P1,23535
2022-01-22 10:00:00+00:00,P1,25417
2022-01-22 11:00:00+00:00,P1,59888
2022-01-22 12:00:00+00:00,P1,19676
2022-01-22 13:00:00+00:00,P1,8447
2022-01-22 14:00:00+00:00,P1,15605
2022-01-22 15:00:00+00:00,P1,1789
2022-01-22 16:00:00+00:00,P1,4142
2022-01-22 17:00:00+00:00,P1,10
2022-01-22 18:00:00+00:00,P1,0
2022-01-22 19:00:00+00:00,P1,0
2022-01-22 20:00:00+00:00,P1,0
2022-01-22 21:00:00+00:00,P1,0
2022-01-22 22:00:00+00:00,P1,0
2022-01-22 23:00:00+00:00,P1,0
2022-01-23 00:00:00+00:00,P1,0
2022-01-23 01:00:00+00:00,P1,0
2022-01-23 02:00:00+00:00,P1,0
2022-01-23 03:00:00+00:00,P1,0
2022-01-23 04:00:00+00:00,P1,0
2022-01-23 05:00:00+00:00,P1,0
2022-01-23 06:00:00+00:00,P1,0
2022-01-23 07:00:00+00:00,P1,0
2022-01-23 08:00:00+00:00,P1,49
2022-01-23 09:00:00+00:00,P1,4231
2022-01-23 10:00:00+00:00,P1,3262
2022-01-23 11:00:00+00:00,P1,2159
2022-01-23 12:00:00+00:00,P1,5533
2022-01-23 13:00:00+00:00,P1,19717
2022-01-23 14:00:00+00:00,P1,6817
2022-01-23 15:00:00+00:00,P1,16111
2022-01-23 16:00:00+00:00,P1,6787
2022-01-23 17:00:00+00:00,P1,80
2022-01-23 18:00:00+00:00,P1,0
2022-01-23 19:00:00+00:00,P1,0
2022-01-23 20:00:00+00:00,P1,0
2022-01-23 21:00:00+00:00,P1,0
2022-01-23 22:00:00+00:00,P1,0
2022-01-23 23:00:00+00:00,P1,0
2022-01-24 00:00:00+00:00,P1,0
2022-01-24 01:00:00+00:00,P1,0
2022-01-24 02:00:00+00:00,P1,0
2022-01-24 03:00:00+00:00,P1,0
2022-01-24 04:00:00+00:00,P1,0
2022-01-24 05:00:00+00:00,P1,0
2022-01-24 06:00:00+00:00,P1,0
2022-01-24 07:00:00+00:00,P1,0
2022-01-24 08:00:00+00:00,P1,955
2022-01-24 09:00:00+00:00,P1,23546
2022-01-24 10:00:00+00:00,P1,41871
2022-01-24 11:00:00+00:00,P1,41761
2022-01-24 12:00:00+00:00,P1,65309
2022-01-24 13:00:00+00:00,P1,1824
2022-01-24 14:00:00+00:00,P1,37666
2022-01-24 15:00:00+00:00,P1,2835
2022-01-24 16:00:00+00:00,P1,28445
2022-01-24 17:00:00+00:00,P1,2616
2022-01-24 18:00:00+00:00,P1,0
2022-01-24 19:00:00+00:00,P1,0
2022-01-24 20:00:00+00:00,P1,0
2022-01-24 21:00:00+00:00,P1,0
2022-01-24 22:00:00+00:00,P1,0
2022-01-24 23:00:00+00:00,P1,0
2022-01-25 00:00:00+00:00,P1,0
2022-01-25 01:00:00+00:00,P1,0
2022-01-25 02:00:00+00:00,P1,0
2022-01-25 03:00:00+00:00,P1,0
2022-01-25 04:00:00+00:00,P1,0
2022-01-25 05:00:00+00:00,P1,0
2022-01-25 06:00:00+00:00,P1,0
2022-01-25 07:00:00+00:00,P1,0
2022-01-25 08:00:00+00:00,P1,4741
2022-01-25 09:00:00+00:00,P1,23444
2022-01-25 10:00:00+00:00,P1,26564
2022-01-25 11:00:00+00:00,P1,8569
2022-01-25 12:00:00+00:00,P1,2778
2022-01-25 13:00:00+00:00,P1,49179
2022-01-25 14:00:00+00:00,P1,25965
2022-01-25 15:00:00+00:00,P1,19662
2022-01-25 16:00:00+00:00,P1,14824
2022-01-25 17:00:00+00:00,P1,1202
2022-01-25 18:00:00+00:00,P1,0
2022-01-25 19:00:00+00:00,P1,0
2022-01-25 20:00:00+00:00,P1,0
2022-01-25 21:00:00+00:00,P1,0
2022-01-25 22:00:00+00:00,P1,0
2022-01-25 23:00:00+00:00,P1,0
2022-01-26 00:00:00+00:00,P1,0
2022-01-26 01:00:00+00:00,P1,0
2022-01-26 02:00:00+00:00,P1,0
2022-01-26 03:00:00+00:00,P1,0
2022-01-26 04:00:00+00:00,P1,0
2022-01-26 05:00:00+00:00,P1,0
2022-01-26 06:00:00+00:00,P1,0
2022-01-26 07:00:00+00:00,P1,0
2022-01-26 08:00:00+00:00,P1,2181
2022-01-26 09:00:00+00:00,P1,30713
2022-01-26 10:00:00+00:00,P1,21925
2022-01-26 11:00:00+00:00,P1,61013
2022-01-26 12:00:00+00:00,P1,24359
2022-01-26 13:00:00+00:00,P1,11461
2022-01-26 14:00:00+00:00,P1,61456
2022-01-26 15:00:00+00:00,P1,7695
2022-01-26 16:00:00+00:00,P1,11248
2022-01-26 17:00:00+00:00,P1,3236
2022-01-26 18:00:00+00:00,P1,0
2022-01-26 19:00:00+00:00,P1,0
2022-01-26 20:00:00+00:00,P1,0
2022-01-26 21:00:00+00:00,P1,0
2022-01-26 22:00:00+00:00,P1,0
